OBJECTID,RWCOMPKEY,FROM_ADDRE,TO_ADDRESS,ROADNAME,DIR,STRNAME,TYPE,LOCROSSPR,LOCROSSNA,LOCROSSSU,HICROSSPR,HICROSSNA,HICROSSSU,MUNI_NAME,COUNDIST,OWNER_NAME,CORE_CLASS,ROUTE_LBL,LENGTH,PRIORITY_R,ROUTE_UNIQ,CORRIDOR_N,BEGIN_LOCA,BMP,END_LOCATI,EMP,TOTAL_EPDO,EPDO_MILE,TOTAL_KA_C,KA_MILE,JUSTICE40_,PERCENT_JU,OWNER,SHAPELEN
72,28752,14200,14299,DIXIE HWY, ,DIXIE,HWY, ,ROGERS,LN, ,SHIPLEY,LN,LOUISVILLE,14,STATE,MAJOR ARTERIAL,US-31W,14.536,10,056-US-0031W -000,Dixie Hwy,Depot Lane,2.974,Bernheim Ln (US 31W),17.51,49906,3433,150,10.3,12.626,0.86860209,KYTC,355.323182361796
73,8865,9900,9906,TAYLORSVILLE RD, ,TAYLORSVILLE,RD, ,DEPOT,RD, ,SNIVELY,AVE,JEFFERSONTOWN,11,STATE,MAJOR ARTERIAL,KY-155,4.24,48,056-KY-0155  -000,Taylorsville Rd,Watterson Trl (CS-1073H),9.35,Breckenridge Ln (KY 1932),13.59,8629,2035,22,5.24558894,0,0,KYTC,490.487902879402
74,31368,2606,2621,ROCKFORD LN, ,ROCKFORD,LN, ,KEVIN,CT, ,KOPPEL,DR,SHIVELY,1,STATE,MINOR ARTERIAL,KY-2051,1.975,14,056-KY-2051  -000,Rockford Ln,Dixie Hwy (US 31W),0,Cane Run Rd (KY 1934),1.975,6318,3198.98734177,20,10.12658228,1.975,1,KYTC,294.418019907733
75,26369,2700,2716,FERN VALLEY RD, ,FERN VALLEY,RD, ,I 65 RAMP, , ,SIGNATURE,DR,LOUISVILLE,21,STATE,MAJOR ARTERIAL,KY-1747,4.046,26,056-KY-1747  -000,Fern Valley Rd,Grade Ln (CR-1001G),0,Shepherdsville Rd (KY 2052),4.046,10717,2648.78892734,29,7.16757291,3.47,0.85763717,KYTC,715.129120168079
76,17699,1500,1599,S 22ND ST,S,22ND,ST,W,HILL,ST,W,GAULBERT,AVE,LOUISVILLE,6,STATE,MAJOR ARTERIAL,US-31W,1.145,8,056-US-0031W -000,S 22nd St / Bernheim Ln,Dixie Hwy (CS-1030F),17.51,Dumesnil St (CS-1010F),18.655,4100,3580.786026,11,9.606987,1.145,1,KYTC,333.231607987963
77,23579,5400,5499,SOUTHSIDE DR, ,SOUTHSIDE,DR, ,IROQUOIS,AVE, ,ROCHESTER,DR,LOUISVILLE,21,STATE,MINOR ARTERIAL,KY-1020,1.672,50,056-KY-1020  -000,Southside Dr (KY 907/1020),National Turnpike (KY 1020),5.7,W Tenny Ave (KY 1020),7.372,13188,2003.64630811,41,6.22910969,4.251,0.64585232,KYTC,298.665742346796
78,18652,884,899,EASTERN PKY, ,EASTERN,PKY, ,DELOR,AVE, ,KESWICK,BLVD,LOUISVILLE,15,STATE,MAJOR ARTERIAL,US-60A,3.523,40,056-US-0060A -000,Eastern Pkwy,S 3rd St (KY 1020),3.409,Willow Ave (US 60A),6.932,8026,2278.17201249,22,6.24467783,1.154,0.32756174,KYTC,337.864309096976
79,29245,10300,10499,DIXIE HWY, ,DIXIE,HWY, ,VESPER,LN, ,ASHBY,LN,LOUISVILLE,14,STATE,MAJOR ARTERIAL,US-31W,14.536,10,056-US-0031W -000,Dixie Hwy,Depot Lane,2.974,Bernheim Ln (US 31W),17.51,49906,3433,150,10.3,12.626,0.86860209,KYTC,1188.47808116686
80,18038,1980,1999,BARDSTOWN RD, ,BARDSTOWN,RD, ,LAUDERDALE,RD, ,BOULEVARD NAPOLEON, ,LOUISVILLE,8,STATE,MAJOR ARTERIAL,US-31E,5.8,16,056-US-0031E -000,Beuchel Byp / Bardstown Rd / Baxter Ave,Hikes Lane (KY 2052),10.974,E Main St (US 31E),16.774,17471,3012.24137931,41,7.1,1.878,0.3237931,KYTC,181.40465769131
81,14346,2699,2652,BANK ST, ,BANK,ST,N,27TH,ST,N,28TH,ST,LOUISVILLE,5,STATE,MINOR ARTERIAL,KY-3082,0.822,52,056-KY-3082  -000,Bank St,N 30th St (CS-1054A),0.716,N 22nd St (US 150),1.538,1575,1916.05839416,5,6.08272506,0.822,1,KYTC,176.095548240753
82,15540,3399,3222,RIVER PARK DR, ,RIVER PARK,DR, ,LOUIS COLEMAN JR,DR, ,I 264 RAMP, ,LOUISVILLE,5,METRO,MINOR ARTERIAL, ,0.676,28,056-CS-1016A -000,River Park Dr (CS-1016A),S 37th St (CS-1078A),0.753,S 30th St (CS-1071F),1.429,5742,2586.48648649,13,5.85585586,2.22,1,METRO,334.130767059264
83,19032,2417,2499,NEWBURG RD, ,NEWBURG,RD, ,THACKERAY,DR, ,FOREST HILL,DR,LOUISVILLE,10,STATE,MINOR ARTERIAL,KY-1703,2.593,30,056-KY-1703  -000,Newburg Rd,Bluegrass Park Dr (CS-1185G),1.25,Bellarmine Blvd (PS-1084G),3.843,6510.5,2510.79830312,18,6.94176629,1.066,0.41110683,KYTC,442.227128538416
84,26951,2021,2027,ROCKFORD LN, ,ROCKFORD,LN, ,JAMES R MEDER,RD, ,LYNN LEA,RD,SHIVELY,3,STATE,MINOR ARTERIAL,KY-2051,1.975,14,056-KY-2051  -000,Rockford Ln,Dixie Hwy (US 31W),0,Cane Run Rd (KY 1934),1.975,6318,3198.98734177,20,10.12658228,1.975,1,KYTC,117.761870632104
85,15062,2600,2736,W MARKET ST,W,MARKET,ST,S,26TH,ST,S,28TH,ST,LOUISVILLE,5,METRO,MINOR ARTERIAL, ,1.565,33,056-CS-1006A -000,W Market St (CS-1006A),S 22nd St (US 31W-001),0,S 40th St (CS-1043F),1.565,6500,2472.42297452,18,6.84670978,2.629,1,METRO,792.816321440377
86,19596,3268,3274,TAYLOR BLVD, ,TAYLOR,BLVD, ,CALHOUN,AVE, ,EARL,AVE,LOUISVILLE,15,STATE,MAJOR ARTERIAL,US-60A,3.157,4,056-US-0060A -000,7th Street Rd / Berry Blvd / Taylor Blvd / Winkler Ave,Dixie Hwy (US 31W),0,S 3rd St (KY 1020),3.157,13771,4362.05258156,37,11.71998733,3.157,1,KYTC,116.923983477838
87,16307,800,899,W BROADWAY,W,BROADWAY, ,S,8TH,ST, ,ROY WILKINS,AVE,LOUISVILLE,4,STATE,MAJOR ARTERIAL,US-150,3.3535,1,056-US-0150  -000,Broadway,S 22nd St (US 31W-001),0.7405,Baxter Ave (US 31E),4.094,19419.4,5792,48,14.30913698,3.353,1,KYTC,431.968590618867
88,8864,9800,9899,TAYLORSVILLE RD, ,TAYLORSVILLE,RD, ,OAKSHIRE,DR, ,DEPOT,RD,JEFFERSONTOWN,11,STATE,MAJOR ARTERIAL,KY-155,4.24,48,056-KY-0155  -000,Taylorsville Rd,Watterson Trl (CS-1073H),9.35,Breckenridge Ln (KY 1932),13.59,8629,2035,22,5.24558894,0,0,KYTC,501.687464267518
89,29056,8109,8110,ST ANDREWS CHURCH RD, ,ST ANDREWS CHURCH,RD, ,SAND,DR, ,WOODY,LN,LOUISVILLE,12,STATE,MINOR ARTERIAL,KY-1931,9.06,24,056-KY-1931  -000,Greenwood Rd / St. Andrews Church Rd / Manslick Rd / 7th Street Rd,Terry Road (KY 1727),1.47,Algonquin Pkwy (KY 2054),10.53,24325,2684.8785872,73,8.05739514,7.024,0.77527594,KYTC,104.734463115359
90,9702,4608,4799,BARDSTOWN RD, ,BARDSTOWN,RD, ,CREWS,DR, ,WATTERSON,TRL,LOUISVILLE,2,STATE,MAJOR ARTERIAL,US-31E,1.418,38,056-US-0031E -000,Bardstown Rd,S Hurstbourne Pkwy (KY 1747),7.245,Breckenridge Ln (KY 1932),8.663,3289,2319.46403385,9,6.34696756,0,0,KYTC,1076.37334513867
91,26066,5019,5099,NEW CUT RD, ,NEW CUT,RD, ,GHEENS,AVE, ,INVERNESS,AVE,LOUISVILLE,21,STATE,MAJOR ARTERIAL,KY-1865,5.273,5,056-KY-1865  -000,Taylor Blvd / New Cut Rd,Gene Snyder Fwy (KY 841),0.92,Berry Blvd (US 60A),6.193,20222,3835.00853404,51,9.67191352,4.556,0.86402427,KYTC,445.052444857937
92,8834,3950,3999,TAYLORSVILLE RD, ,TAYLORSVILLE,RD, ,YORKSHIRE,BLVD, ,BROWNS,LN,LOUISVILLE,26,STATE,MAJOR ARTERIAL,KY-155,4.24,48,056-KY-0155  -000,Taylorsville Rd,Watterson Trl (CS-1073H),9.35,Breckenridge Ln (KY 1932),13.59,8629,2035,22,5.24558894,0,0,KYTC,631.877633607539
93,23527,5200,5299,SOUTHSIDE DR, ,SOUTHSIDE,DR, ,ASHBURY,RD,W,SOUTHLAND,BLVD,LOUISVILLE,21,STATE,MINOR ARTERIAL,KY-1020,1.672,50,056-KY-1020  -000,Southside Dr (KY 907/1020),National Turnpike (KY 1020),5.7,W Tenny Ave (KY 1020),7.372,13188,2003.64630811,41,6.22910969,4.251,0.64585232,KYTC,304.632029024875
94,14908,3500,3602,W MARKET ST,W,MARKET,ST,S,35TH,ST,S,36TH,ST,LOUISVILLE,5,METRO,MINOR ARTERIAL, ,1.565,33,056-CS-1006A -000,W Market St (CS-1006A),S 22nd St (US 31W-001),0,S 40th St (CS-1043F),1.565,6500,2472.42297452,18,6.84670978,2.629,1,METRO,418.455289892555
95,19591,3800,3899,POPLAR LEVEL RD, ,POPLAR LEVEL,RD, ,TREVILIAN,WAY, ,GRENADE,AVE,LOUISVILLE,10,STATE,MAJOR ARTERIAL,KY-864,7.117,41,056-KY-0864  -000,Poplar Level Rd,Fern Valley Rd (KY 1747),6.596,Eastern Pkwy (US 60A),13.713,16064,2257.13081355,44,6.18238022,4.725,0.66390333,KYTC,706.210729806336
96,20983,361,425,BAXTER AVE, ,BAXTER,AVE,E,LIBERTY,ST, ,LEXINGTON,RD,LOUISVILLE,4,STATE,MAJOR ARTERIAL,US-31E,5.8,16,056-US-0031E -000,Beuchel Byp / Bardstown Rd / Baxter Ave,Hikes Lane (KY 2052),10.974,E Main St (US 31E),16.774,17471,3012.24137931,41,7.1,1.878,0.3237931,KYTC,545.473508180335
97,29996,4280,4299,POPLAR LEVEL RD, ,POPLAR LEVEL,RD, ,I 264 RAMP, , ,I 264 RAMP, ,LOUISVILLE,10,STATE,MAJOR ARTERIAL,KY-864,7.117,41,056-KY-0864  -000,Poplar Level Rd,Fern Valley Rd (KY 1747),6.596,Eastern Pkwy (US 60A),13.713,16064,2257.13081355,44,6.18238022,4.725,0.66390333,KYTC,426.005825830184
98,20604,1355,1374,BARDSTOWN RD, ,BARDSTOWN,RD, ,MIDLAND,AVE, ,TYLER,PKY,LOUISVILLE,8,STATE,MAJOR ARTERIAL,US-31E,5.8,16,056-US-0031E -000,Beuchel Byp / Bardstown Rd / Baxter Ave,Hikes Lane (KY 2052),10.974,E Main St (US 31E),16.774,17471,3012.24137931,41,7.1,1.878,0.3237931,KYTC,313.049323382393
99,18003,100,199,E HILL ST,E,HILL,ST,S,1ST,ST,S,BROOK,ST,LOUISVILLE,6,METRO,MINOR ARTERIAL, ,0.359,25,056-CS-1259F -000,E Hill St (CS-1259F),S Preston St (CS-1524F),0.191,S 1st St (CS-1002F),0.55,2714,2658.17825661,6,5.87659158,1.021,1,METRO,480.620467915392
100,14402,2200,2237,PORTLAND AVE, ,PORTLAND,AVE, ,CARTER,ST,N,23RD,ST,LOUISVILLE,5,STATE,MINOR ARTERIAL,KY-3064,1.1,46,056-KY-3064  -000,Portland Ave (KY 3064),N 22nd St (US 150),0,N 33rd St / Northwestern Pky (CS-1003A),1.1,3836,2135.85746102,13,7.23830735,1.796,1,KYTC,536.267438527644
101,9388,8700,8799,SHELBYVILLE RD, ,SHELBYVILLE,RD, ,SHAFTESBURY,DR, ,BELLEMEADE,RD,LOUISVILLE,18,STATE,MAJOR ARTERIAL,US-60,1.413,53,056-US-0060  -000,Shelbyville Rd,Whipps Mill Rd (CS-1005C),6.435,Hurstbourne Pkwy (KY 1747),7.848,2682,1898.08917197,8,5.66171267,0,0,KYTC,886.217975377427
102,17706,1719,1749,BARDSTOWN RD, ,BARDSTOWN,RD, ,DEERWOOD,AVE, ,MARYLAND,AVE,LOUISVILLE,8,STATE,MAJOR ARTERIAL,US-31E,5.8,16,056-US-0031E -000,Beuchel Byp / Bardstown Rd / Baxter Ave,Hikes Lane (KY 2052),10.974,E Main St (US 31E),16.774,17471,3012.24137931,41,7.1,1.878,0.3237931,KYTC,268.027850283206
103,16337,600,699,W BROADWAY,W,BROADWAY, ,S,6TH,ST,S,7TH,ST,LOUISVILLE,6,STATE,MAJOR ARTERIAL,US-150,3.3535,1,056-US-0150  -000,Broadway,S 22nd St (US 31W-001),0.7405,Baxter Ave (US 31E),4.094,19419.4,5792,48,14.30913698,3.353,1,KYTC,477.892567885948
104,24168,5363,5379,NEW CUT RD, ,NEW CUT,RD, ,WILDERNESS,RD, ,WOODMORE,AVE,LOUISVILLE,25,STATE,MAJOR ARTERIAL,KY-1865,5.273,5,056-KY-1865  -000,Taylor Blvd / New Cut Rd,Gene Snyder Fwy (KY 841),0.92,Berry Blvd (US 60A),6.193,20222,3835.00853404,51,9.67191352,4.556,0.86402427,KYTC,859.011176434169
105,23716,5011,5014,POPLAR LEVEL RD, ,POPLAR LEVEL,RD, ,MEDALLION,CT, ,ALETHA,DR,LOUISVILLE,2,STATE,MAJOR ARTERIAL,KY-864,7.117,41,056-KY-0864  -000,Poplar Level Rd,Fern Valley Rd (KY 1747),6.596,Eastern Pkwy (US 60A),13.713,16064,2257.13081355,44,6.18238022,4.725,0.66390333,KYTC,141.306410126652
106,16020,3126,3199,W BROADWAY,W,BROADWAY, , ,HAZEL,ST,S,32ND,ST,LOUISVILLE,5,METRO,MAJOR ARTERIAL, ,1.19,3,056-CS-1021F -000,W Broadway,S 22nd St (US 31W-001),0,S 35th St (north leg),1.19,6262,5262.18487395,19,15.96638655,1.19,1,METRO,351.469595404642
107,22682,4400,4499,S 3RD ST,S,3RD,ST, ,I 264 RAMP, ,W,SOUTHERN HEIGHTS,AVE,LOUISVILLE,21,METRO,MINOR ARTERIAL, ,2.667,34,056-CS-1013F -000,S 3rd St (CS-1013F),Southern Pkwy (KY 1020),0,W Kenwood Dr (CS-1257F),2.667,6840,2445.4772971,19,6.79299249,2.797,1,METRO,733.940384963946
108,16094,2100,2199,W BROADWAY,W,BROADWAY, , ,DR W J HODGE,ST,S,22ND,ST,LOUISVILLE,4,STATE,MAJOR ARTERIAL,US-150,3.3535,1,056-US-0150  -000,Broadway,S 22nd St (US 31W-001),0.7405,Baxter Ave (US 31E),4.094,19419.4,5792,48,14.30913698,3.353,1,KYTC,482.281623546649
109,18549,2160,2199,DIXIE HWY, ,DIXIE,HWY, ,WINGFIELD,LN, ,HAROLD,AVE,LOUISVILLE,3,STATE,MAJOR ARTERIAL,US-31W,14.536,10,056-US-0031W -000,Dixie Hwy,Depot Lane,2.974,Bernheim Ln (US 31W),17.51,49906,3433,150,10.3,12.626,0.86860209,KYTC,178.549942422738
110,23117,4640,4655,POPLAR LEVEL RD, ,POPLAR LEVEL,RD, ,MASON DIXON,LN, ,HUNTINGTON PARK,DR,LOUISVILLE,10,STATE,MAJOR ARTERIAL,KY-864,7.117,41,056-KY-0864  -000,Poplar Level Rd,Fern Valley Rd (KY 1747),6.596,Eastern Pkwy (US 60A),13.713,16064,2257.13081355,44,6.18238022,4.725,0.66390333,KYTC,515.165798828276
111,36739,7000,7003,SOUTHSIDE DR, ,SOUTHSIDE,DR,E,KENWOOD,DR, ,NO STREET NAME, ,LOUISVILLE,25,STATE,MINOR ARTERIAL,KY-1020,1.672,50,056-KY-1020  -000,Southside Dr (KY 907/1020),National Turnpike (KY 1020),5.7,W Tenny Ave (KY 1020),7.372,13188,2003.64630811,41,6.22910969,4.251,0.64585232,KYTC,116.095015506656
112,24138,7004,7099,SOUTHSIDE DR, ,SOUTHSIDE,DR, ,NO STREET NAME, , ,HATCHER,AVE,LOUISVILLE,21,STATE,MINOR ARTERIAL,KY-1020,1.672,50,056-KY-1020  -000,Southside Dr (KY 907/1020),National Turnpike (KY 1020),5.7,W Tenny Ave (KY 1020),7.372,13188,2003.64630811,41,6.22910969,4.251,0.64585232,KYTC,800.907535179881
113,1337,2925,2999,HIKES LN, ,HIKES,LN, ,NOE,WAY, ,KLONDIKE,LN,LOUISVILLE,26,METRO,MINOR ARTERIAL, ,2.399,36,056-CR-1002G -000,Hikes Lane,Buechel Byp (US 31E),0.797,Taylorsville Rd (KY 155),3.196,5776,2407.66986244,15,6.25260525,0.191,0.07961651,METRO,293.862387140202
114,18437,2110,2129,DIXIE HWY, ,DIXIE,HWY, ,OREGON,AVE, ,ALLSTON,AVE,LOUISVILLE,3,STATE,MAJOR ARTERIAL,US-31W,14.536,10,056-US-0031W -000,Dixie Hwy,Depot Lane,2.974,Bernheim Ln (US 31W),17.51,49906,3433,150,10.3,12.626,0.86860209,KYTC,348.387811866947
115,24476,7700,7706,PRESTON HWY, ,PRESTON,HWY, ,BATES,AVE, ,MARKWELL,LN,LOUISVILLE,13,STATE,MAJOR ARTERIAL,KY-61,7.502,9,056-KY-0061  -000,Preston Hwy,Cooper Chapel Rd / Commerce Crossings Dr (KY 6299),1.401,Hart Ave,8.903,25969,3461.61023727,77,10.26392962,4.884,0.65102639,KYTC,206.753366980595
116,23782,6400,6499,S 3RD ST,S,3RD,ST, ,ARBOR,AVE, ,CAMBRIDGE,DR,LOUISVILLE,21,METRO,PRIMARY COLLECTOR, ,2.667,34,056-CS-1013F -000,S 3rd St (CS-1013F),Southern Pkwy (KY 1020),0,W Kenwood Dr (CS-1257F),2.667,6840,2445.4772971,19,6.79299249,2.797,1,METRO,307.283868288409
117,22930,4000,4429,MANSLICK RD, ,MANSLICK,RD, ,CRUMS,LN, ,LANCE,DR,LOUISVILLE,3,STATE,MINOR ARTERIAL,KY-1931,9.06,24,056-KY-1931  -000,Greenwood Rd / St. Andrews Church Rd / Manslick Rd / 7th Street Rd,Terry Road (KY 1727),1.47,Algonquin Pkwy (KY 2054),10.53,24325,2684.8785872,73,8.05739514,7.024,0.77527594,KYTC,2106.54851610251
118,29615,4650,4699,CANE RUN RD, ,CANE RUN,RD, ,CATHE DYKSTRA,WAY, ,NEW LYNNVIEW,DR,LOUISVILLE,1,STATE,MAJOR ARTERIAL,KY-1934,11.502,21,056-KY-1934  -000,Greenbelt Hwy / Cane Run Rd,Gene Snyder Fwy (KY 841),0,Algonquin Pkwy (KY 2054),11.502,31389,2729.00365154,100,8.69414015,9.201,0.79994784,KYTC,312.856827528584
119,18808,791,799,EASTERN PKY, ,EASTERN,PKY,S,PRESTON,ST,S,SHELBY,ST,LOUISVILLE,15,STATE,MAJOR ARTERIAL,US-60A,3.523,40,056-US-0060A -000,Eastern Pkwy,S 3rd St (KY 1020),3.409,Willow Ave (US 60A),6.932,8026,2278.17201249,22,6.24467783,1.154,0.32756174,KYTC,159.801696489802
120,24336,7423,7425,3RD STREET RD, ,3RD STREET,RD, ,SHOREWOOD,DR, ,BRUCE,AVE,LOUISVILLE,25,STATE,MINOR ARTERIAL,KY-907,4.91,50,056-KY-0907  -000,3rd Street Rd (KY 907),E Pages Ln / Highcrest Ave,2.09,National Turnpike (KY 1020),7,13188,2003.64630811,41,6.22910969,4.251,0.64585232,KYTC,321.026825446488
121,18819,900,1139,ALGONQUIN PKY, ,ALGONQUIN,PKY, ,COLORADO,AVE, ,LINDBERGH,DR,LOUISVILLE,6,STATE,MAJOR ARTERIAL,KY-2054,1.762,13,056-KY-2054  -000,Algonquin Pkwy,S 22nd St (US 31W),1.504,Winkler Ave (US 60A),3.266,5638.85,3200.2553916,15,8.51305335,1.762,1,KYTC,756.69116087604
122,17720,1750,1769,BARDSTOWN RD, ,BARDSTOWN,RD, ,MARYLAND,AVE, ,DEER PARK,AVE,LOUISVILLE,8,STATE,MAJOR ARTERIAL,US-31E,5.8,16,056-US-0031E -000,Beuchel Byp / Bardstown Rd / Baxter Ave,Hikes Lane (KY 2052),10.974,E Main St (US 31E),16.774,17471,3012.24137931,41,7.1,1.878,0.3237931,KYTC,99.2135756373316
123,8642,2950,2999,BRECKENRIDGE LN, ,BRECKENRIDGE,LN, ,TAYLORSVILLE,RD, ,HIKES,LN,LOUISVILLE,26,STATE,MINOR ARTERIAL,KY-1932,3.189,37,056-KY-1932  -000,Breckenridge Ln,Six Mile Ln (CR-1002H),1.129,Milford Lane Connector,4.318,7558,2370.02195045,17,5.33082471,0,0,KYTC,915.678381090878
124,14464,523,526,N 22ND ST,N,22ND,ST, ,LYTLE,ST, ,LYTLE,ST,LOUISVILLE,5,STATE,MAJOR ARTERIAL,US-150,0.741,15,056-US-0150  -000,N 22nd St,Northwestern Pkwy,0,W Main St (US 31W-001),0.741,2292,3093.11740891,6,8.09716599,0.49,0.66126856,KYTC,33.5689591124986
125,14341,2749,2700,BANK ST, ,BANK,ST,N,28TH,ST,N,29TH,ST,LOUISVILLE,5,STATE,MINOR ARTERIAL,KY-3082,0.822,52,056-KY-3082  -000,Bank St,N 30th St (CS-1054A),0.716,N 22nd St (US 150),1.538,1575,1916.05839416,5,6.08272506,0.822,1,KYTC,504.852500110534
126,19681,3408,3499,DIXIE HWY, ,DIXIE,HWY, ,CHESTER,RD, ,FARNSLEY,RD,SHIVELY,3,STATE,MAJOR ARTERIAL,US-31W,14.536,10,056-US-0031W -000,Dixie Hwy,Depot Lane,2.974,Bernheim Ln (US 31W),17.51,49906,3433,150,10.3,12.626,0.86860209,KYTC,149.581499524507
127,22937,4500,4553,POPLAR LEVEL RD, ,POPLAR LEVEL,RD, ,SELINDA,AVE, ,BISHOP,LN,LOUISVILLE,21,STATE,MAJOR ARTERIAL,KY-864,7.117,41,056-KY-0864  -000,Poplar Level Rd,Fern Valley Rd (KY 1747),6.596,Eastern Pkwy (US 60A),13.713,16064,2257.13081355,44,6.18238022,4.725,0.66390333,KYTC,1595.41417321333
128,23804,6500,6599,S 3RD ST,S,3RD,ST, ,CAMBRIDGE,DR, ,LONE OAK,TRL,LOUISVILLE,21,METRO,PRIMARY COLLECTOR, ,2.667,34,056-CS-1013F -000,S 3rd St (CS-1013F),Southern Pkwy (KY 1020),0,W Kenwood Dr (CS-1257F),2.667,6840,2445.4772971,19,6.79299249,2.797,1,METRO,181.321302739651
129,15033,149,100,N 22ND ST,N,22ND,ST,W,MAIN,ST, ,CROP,ST,LOUISVILLE,5,STATE,MAJOR ARTERIAL,US-150,0.741,15,056-US-0150  -000,N 22nd St,Northwestern Pkwy,0,W Main St (US 31W-001),0.741,2292,3093.11740891,6,8.09716599,0.49,0.66126856,KYTC,257.532461852506
130,20591,1300,1339,BARDSTOWN RD, ,BARDSTOWN,RD, ,ROSEWOOD,AVE, ,CHEROKEE,PKY,LOUISVILLE,8,STATE,MAJOR ARTERIAL,US-31E,5.8,16,056-US-0031E -000,Beuchel Byp / Bardstown Rd / Baxter Ave,Hikes Lane (KY 2052),10.974,E Main St (US 31E),16.774,17471,3012.24137931,41,7.1,1.878,0.3237931,KYTC,472.351457649031
131,26334,3442,3447,NEWBURG RD, ,NEWBURG,RD, ,BASHFORD MANOR,LN, ,SPRING CREEK,CT,LOUISVILLE,10,STATE,MINOR ARTERIAL,KY-1703,2.593,30,056-KY-1703  -000,Newburg Rd,Bluegrass Park Dr (CS-1185G),1.25,Bellarmine Blvd (PS-1084G),3.843,6510.5,2510.79830312,18,6.94176629,1.066,0.41110683,KYTC,363.291701704658
132,25779,3911,3999,TAYLOR BLVD, ,TAYLOR,BLVD, ,I 264 RAMP, ,W,ASHLAND,AVE,LOUISVILLE,15,STATE,MAJOR ARTERIAL,KY-1865,5.273,5,056-KY-1865  -000,Taylor Blvd / New Cut Rd,Gene Snyder Fwy (KY 841),0.92,Berry Blvd (US 60A),6.193,20222,3835.00853404,51,9.67191352,4.556,0.86402427,KYTC,303.064875095832
133,24253,7300,7323,SOUTHSIDE DR, ,SOUTHSIDE,DR, ,PALATKA,RD, ,LILLIAN,WAY,LOUISVILLE,21,STATE,MINOR ARTERIAL,KY-907,4.91,50,056-KY-0907  -000,3rd Street Rd (KY 907),E Pages Ln / Highcrest Ave,2.09,National Turnpike (KY 1020),7,13188,2003.64630811,41,6.22910969,4.251,0.64585232,KYTC,654.41933766396
134,22286,4010,4024,CANE RUN RD, ,CANE RUN,RD, ,I 264 RAMP, , ,I 264 RAMP, ,SHIVELY,3,STATE,MINOR ARTERIAL,KY-1934,11.502,21,056-KY-1934  -000,Greenbelt Hwy / Cane Run Rd,Gene Snyder Fwy (KY 841),0,Algonquin Pkwy (KY 2054),11.502,31389,2729.00365154,100,8.69414015,9.201,0.79994784,KYTC,221.576159967894
135,14934,3300,3399,W MARKET ST,W,MARKET,ST,S,33RD,ST, ,LOUIS COLEMAN JR,DR,LOUISVILLE,5,METRO,MINOR ARTERIAL, ,1.565,33,056-CS-1006A -000,W Market St (CS-1006A),S 22nd St (US 31W-001),0,S 40th St (CS-1043F),1.565,6500,2472.42297452,18,6.84670978,2.629,1,METRO,368.514706499279
136,21074,3100,3113,DIXIE HWY, ,DIXIE,HWY, ,RALPH,AVE, ,CLINTON,PL,SHIVELY,3,STATE,MAJOR ARTERIAL,US-31W,14.536,10,056-US-0031W -000,Dixie Hwy,Depot Lane,2.974,Bernheim Ln (US 31W),17.51,49906,3433,150,10.3,12.626,0.86860209,KYTC,471.626132613137
137,29045,7900,7999,ST ANDREWS CHURCH RD, ,ST ANDREWS CHURCH,RD, ,ALAMETER,DR, ,GAYMONT,DR,LOUISVILLE,12,STATE,MINOR ARTERIAL,KY-1931,9.06,24,056-KY-1931  -000,Greenwood Rd / St. Andrews Church Rd / Manslick Rd / 7th Street Rd,Terry Road (KY 1727),1.47,Algonquin Pkwy (KY 2054),10.53,24325,2684.8785872,73,8.05739514,7.024,0.77527594,KYTC,405.895065531422
138,22382,4026,4033,PRESTON HWY, ,PRESTON,HWY, ,SHORT,ST, ,KELLER,AVE,LOUISVILLE,21,STATE,MAJOR ARTERIAL,KY-61,7.502,9,056-KY-0061  -000,Preston Hwy,Cooper Chapel Rd / Commerce Crossings Dr (KY 6299),1.401,Hart Ave,8.903,25969,3461.61023727,77,10.26392962,4.884,0.65102639,KYTC,49.7807693793497
139,24402,7500,7504,PRESTON HWY, ,PRESTON,HWY, ,CLAY,AVE, ,LIPPS,LN,LOUISVILLE,13,STATE,MAJOR ARTERIAL,KY-61,7.502,9,056-KY-0061  -000,Preston Hwy,Cooper Chapel Rd / Commerce Crossings Dr (KY 6299),1.401,Hart Ave,8.903,25969,3461.61023727,77,10.26392962,4.884,0.65102639,KYTC,172.894230785942
140,29376,5300,5503,GREENWOOD RD, ,GREENWOOD,RD, ,MANGO,DR, ,FEYHURST,DR,LOUISVILLE,12,STATE,MINOR ARTERIAL,KY-1931,9.06,24,056-KY-1931  -000,Greenwood Rd / St. Andrews Church Rd / Manslick Rd / 7th Street Rd,Terry Road (KY 1727),1.47,Algonquin Pkwy (KY 2054),10.53,24325,2684.8785872,73,8.05739514,7.024,0.77527594,KYTC,921.452868678216
141,29482,13517,13799,DIXIE HWY, ,DIXIE,HWY, ,SAPPENFIELD,WAY, ,WATSON,LN,LOUISVILLE,14,STATE,MAJOR ARTERIAL,US-31W,14.536,10,056-US-0031W -000,Dixie Hwy,Depot Lane,2.974,Bernheim Ln (US 31W),17.51,49906,3433,150,10.3,12.626,0.86860209,KYTC,1283.09164233514
